'trip_count','average_duration_min'
79265,15.065363022771713907
122990,17.824465403691355902
17047,24.186191118671906963
17748,17.606378183457291441
21897,15.149792208978398733
112567,18.812245151776274099
183443,15.360215434767203745
27056,18.432177705499704245
786,17.419847328244273398
7759,23.254800876401597875
85988,15.525177931804437392
246253,16.542953791425891729
42418,23.590480456410012344
184629,15.379615336702250338
459173,17.665857966387394917
304834,18.472312799753307643
46416,16.703765942778354691
61747,15.780863847636322105
75061,16.346904517658971123
100726,15.685155769116216895
43750,24.576388571428569029
63855,20.708433168898285892
37735,15.843407976679475979
104286,18.045212204898067653
203005,17.021960050245066753
572276,16.654993394795518213
7961,15.802914206757945336
53590,15.671319275984325614
3598,21.713451917732071727
5848,15.787790697674419782
17436,18.010954347327370328
313568,18.872046892540055296
50828,16.838848666089556438
19646,23.891988190980351092
15648,19.901904396728017587
63,18.174603174603173982
1592,18.129396984924621705
15,24.599999999999999644
48659,17.536509176103085572
153299,32.91738367504028595
175700,16.606977803073419863
103090,15.43709380153264199
45617,30.297827564285246815
18331,17.311166875784191887
60146,23.324477105709440216
424810,16.49145264941974176
91813,20.362377876771260432
126280,17.498226164079824229
369254,15.862614893812930105
21147,17.549345060765119796
40968,14.231107205623900746
257089,17.965342741229690659
88236,18.958338999954666093
66595,15.589368571214055059
89396,16.327609736453531752
20788,19.567779488166248569
151326,19.604198881884144611
19833,17.30212272475167623
248941,16.732647494787922681
1972,33.864604462474643398
259563,18.475279604566136271
5044,18.013481363996827866
174205,17.290244252461182128
177334,17.37857940383682731
887462,35.743389576117059469
27380,16.395398100803508789
53901,16.761266024749077452
3282,29.833028641072516506
3563,15.906820095425202588
334413,16.488856593493674829
86141,15.851534112675729204
55931,17.538055818776707717
202161,15.448365411726296514
204852,16.04862534903247262
122428,17.887754435259908269
292193,18.513369587909362934
536107,17.799528825402390452
138845,18.269156253376067411
518933,37.105730412211208602
112116,15.573370437760891249
277418,16.95169022918484103
121774,17.012293264572075912
10361,15.975581507576488426
79236,18.554886667676310452
121113,15.854672908771147987
109229,18.752629796116416116
35664,25.942659264244056771
115360,16.471567267683773216
446096,29.985379828557082504
245113,18.081933638770689043
227473,18.500349492027623909
510543,14.604932395508312126
463665,17.049660854280568322
54857,18.345972255136082651
311599,16.059605454446259642
41159,17.056318180713816445
147042,15.519783463228193909
371643,16.545846417126113259
4668,22.017994858611826813
287947,19.475646559957215941
133845,16.749396690201350246
295959,16.356255427272021307
331811,17.509844459647208481
73275,17.322674854998294513
8947,17.002682463395551337
